Colors,V,dV,Peak wavelength,d l,pv/e 1,pv/e 2,sigma,BlueWave,Blue_I,Peak v/e Blue,OrangeWave,Orange_I,Peak v/e Orange,RedWave,Red_I,Peak v/e Red,YellowWave,Yellow_I,Peak v/e Yellow
,,,,,,,,567.65,-4.81,,567.65,132.4,,567.65,1.75,,567.65,654.67,
,,,,,,,,567.85,-1.35,,567.85,138.61,,567.85,6.78,,567.85,714.06,
,,,,,,,,568.05,-5.86,,568.05,148.24,,568.05,6.95,,568.05,912.71,
,,,,,,,,568.24,-8.23,,568.24,139.23,,568.24,1.45,,568.24,625.31,
,,,,,,,,568.44,-15.51,,568.44,139.77,,568.44,6.44,,568.44,663.54,
,,,,,,,,568.64,-2.49,,568.64,135.54,,568.64,-1.19,,568.64,517.45,
,,,,,,,,568.84,-4.4,,568.84,152.81,,568.84,6.36,,568.84,731.81,
,,,,,,,,569.03,-6.04,,569.03,154.52,,569.03,1.28,,569.03,747.51,
,,,,,,,,569.23,-22.88,,569.23,164.14,,569.23,9.64,,569.23,864.93,
,,,,,,,,569.43,-20.51,,569.43,168.17,,569.43,4.48,,569.43,822.6,
,,,,,,,,569.62,-14.1,,569.62,167.49,,569.62,3.97,,569.62,963.91,
,,,,,,,,569.82,-8.73,,569.82,159.5,,569.82,-1.24,,569.82,956.4,
,,,,,,,,570.02,-7.41,,570.02,164.08,,570.02,1.11,,570.02,1084.06,
,,,,,,,,570.22,-9.41,,570.22,174.25,,570.22,2.69,,570.22,929.78,
,,,,,,,,570.41,-7.13,,570.41,184.08,,570.41,7.13,,570.41,922.27,
,,,,,,,,570.61,-12.09,,570.61,206.74,,570.61,12.59,,570.61,810.31,
,,,,,,,,570.81,-8.91,,570.81,210.02,,570.81,10.41,,570.81,895.64,
,,,,,,,,571,-6.68,,571,215.07,,571,11.95,,571,941.38,
,,,,,,,,571.2,-8,,571.2,217.05,,571.2,21.25,,571.2,1181,
,,,,,,,,571.4,-7.95,,571.4,219.17,,571.4,21.72,,571.4,1265.64,
,,,,,,,,571.59,-12.82,,571.59,235.48,,571.59,25.39,,571.59,1253.36,
,,,,,,,,571.79,-11.68,,571.79,212.48,,571.79,14.68,,571.79,1153.69,
,,,,,,,,571.99,-17.01,,571.99,208.24,,571.99,13.87,,571.99,1286.12,
,,,,,,,,572.18,-11.91,,572.18,200.67,,572.18,13.95,,572.18,1434.94,
,,,,,,,,572.38,-11.96,,572.38,222.85,,572.38,18.6,,572.38,1490.92,
,,,,,,,,572.58,-10.41,,572.58,248.52,,572.58,18.3,,572.58,1348.25,
,,,,,,,,572.77,-15.96,,572.77,256.64,,572.77,11.78,,572.77,1283.39,
,,,,,,,,572.97,-11.91,,572.97,256.3,,572.97,11.14,,572.97,1355.07,
,,,,,,,,573.17,-14.28,,573.17,252,,573.17,8.32,,573.17,1378.97,
,,,,,,,,573.36,-5.81,,573.36,261.35,,573.36,12.42,,573.36,1409.69,
,,,,,,,,573.56,-5.63,,573.56,273.03,,573.56,10.15,,573.56,1476.59,
,,,,,,,,573.76,-0.63,,573.76,281.08,,573.76,10.33,,573.76,1531.2,
,,,,,,,,573.96,-2.49,,573.96,278.97,,573.96,1.66,,573.96,1663.63,
,,,,,,,,574.15,-4.59,,574.15,281.02,,574.15,6.1,,574.15,1647.93,
,,,,,,,,574.35,-4.45,,574.35,295.08,,574.35,17.45,,574.35,1882.08,
,,,,,,,,574.55,-6.86,,574.55,305.8,,574.55,26.79,,574.55,1952.4,
,,,,,,,,574.74,-4.77,,574.74,314.19,,574.74,25.77,,574.74,1981.07,
,,,,,,,,574.94,-3.58,,574.94,312.08,,574.94,21.97,,574.94,1808.36,
,,,,,,,,575.13,-14.78,,575.13,323.48,,575.13,19.67,,575.13,1874.57,
,,,,,,,,575.33,-9.82,,575.33,321.16,,575.33,16.26,,575.33,2024.76,
,,,,,,,,575.53,-14.37,,575.53,320.95,,575.53,9.94,,575.53,2084.15,
,,,,,,,,575.72,-3.31,,575.72,328.8,,575.72,11.31,,575.72,2008.37,
,,,,,,,,575.92,-18.51,,575.92,346.48,,575.92,10.45,,575.92,2018.61,
,,,,,,,,576.12,-19.51,,576.12,367.92,,576.12,10.41,,576.12,2170.85,
,,,,,,,,576.31,-26.98,,576.31,378.36,,576.31,15.02,,576.31,2270.51,
,,,,,,,,576.51,-17.19,,576.51,390.1,,576.51,15.02,,576.51,2204.98,
,,,,,,,,576.71,-19.92,,576.71,384.64,,576.71,17.75,,576.71,2229.56,
,,,,,,,,576.9,-16.42,,576.9,388.06,,576.9,5.89,,576.9,2205.66,
,,,,,,,,577.1,-20.15,,577.1,387.51,,577.1,7.3,,577.1,2375.64,
,,,,,,,,577.3,-11.14,,577.3,414,,577.3,7.72,,577.3,2460.98,
,,,,,,,,577.49,-9.14,,577.49,428.4,,577.49,13.31,,577.49,2623.45,
,,,,,,,,577.69,-2.4,,577.69,455.98,,577.69,21.21,,577.69,2693.08,
,,,,,,,,577.89,-12.46,,577.89,453.93,,577.89,20.1,,577.89,2703.32,
,,,,,,,,578.08,-11.55,,578.08,464.51,,578.08,21.21,,578.08,2740.86,
,,,,,,,,578.28,-16.78,,578.28,460.42,,578.28,15.36,,578.28,2850.77,
,,,,,,,,578.47,-5.04,,578.47,474,,578.47,20.78,,578.47,3054.89,
,,,,,,,,578.67,-8.82,,578.67,474.82,,578.67,19.16,,578.67,3250.81,
,,,,,,,,578.87,-10.91,,578.87,481.1,,578.87,18.99,,578.87,3160.02,
,,,,,,,,579.06,-12,,579.06,472.3,,579.06,19.67,,579.06,3190.74,
,,,,,,,,579.26,-5.5,,579.26,501.17,,579.26,26.2,,579.26,3230.33,
,,,,,,,,579.46,-2.08,,579.46,508.54,,579.46,12.93,,579.46,3462.43,
,,,,,,,,579.65,-6.22,,579.65,542.2,,579.65,7.55,,579.65,3564.83,
,,,,,,,,579.85,-10.5,,579.85,542.47,,579.85,3.07,,579.85,3743.69,
,,,,,,,,580.04,-8.73,,580.04,569.92,,580.04,9.3,,580.04,3928,
,,,,,,,,580.24,-18.33,,580.24,582.95,,580.24,13.99,,580.24,4160.79,
,,,,,,,,580.44,-15.33,,580.44,586.71,,580.44,20.69,,580.44,4178.54,
,,,,,,,,580.63,-21.47,,580.63,575.65,,580.63,27.18,,580.63,4281.62,
,,,,,,,,580.83,-4.59,,580.83,588.01,,580.83,31.62,,580.83,4332.82,
,,,,,,,,581.03,-4.77,,581.03,615.59,,581.03,22.02,,581.03,4512.36,
,,,,,,,,581.22,-0.17,,581.22,654.84,,581.22,19.8,,581.22,4560.83,
,,,,,,,,581.42,-5.95,,581.42,668.76,,581.42,14.38,,581.42,4662.54,
,,,,,,,,581.61,-3.22,,581.61,674.77,,581.61,19.58,,581.61,4766.99,
,,,,,,,,581.81,-4.54,,581.81,685.22,,581.81,21.42,,581.81,4909.66,
,,,,,,,,582.01,-2.17,,582.01,690.27,,582.01,22.36,,582.01,5030.49,
,,,,,,,,582.2,-4.59,,582.2,713.89,,582.2,21.08,,582.2,5093.3,
,,,,,,,,582.4,0.24,,582.4,739.83,,582.4,21.29,,582.4,5226.42,
,,,,,,,,582.59,-5.27,,582.59,763.04,,582.59,20.35,,582.59,5319.94,
,,,,,,,,582.79,-5.31,,582.79,768.43,,582.79,24.49,,582.79,5403.22,
,,,,,,,,582.99,-12.73,,582.99,773.01,,582.99,30.46,,582.99,5579.35,
,,,,,,,,583.18,-9.32,,583.18,800.04,,583.18,36.31,,583.18,5833.3,
,,,,,,,,583.38,-12.14,,583.38,820.66,,583.38,32.94,,583.38,6049.02,
,,,,,,,,583.57,-7.86,,583.57,841.75,,583.57,28.46,,583.57,6113.87,
,,,,,,,,583.77,-7.36,,583.77,847.76,,583.77,20.65,,583.77,6210.12,
,,,,,,,,583.96,-11.05,,583.96,865.92,,583.96,24.4,,583.96,6493.43,
,,,,,,,,584.16,-17.65,,584.16,887.42,,584.16,18.77,,584.16,6728.26,
,,,,,,,,584.36,-20.65,,584.36,896.02,,584.36,18.82,,584.36,6893.46,
,,,,,,,,584.55,-22.65,,584.55,911.18,,584.55,9.69,,584.55,7113.96,
,,,,,,,,584.75,-14.46,,584.75,907.97,,584.75,9.77,,584.75,7277.8,
,,,,,,,,584.94,-12.55,,584.94,950.43,,584.94,10.97,,584.94,7503.76,
,,,,,,,,585.14,-1.81,,585.14,972.41,,585.14,15.49,,585.14,7591.14,
,,,,,,,,585.34,-6.27,,585.34,1011.66,,585.34,21.89,,585.34,7877.17,
,,,,,,,,585.53,-6,,585.53,1024.7,,585.53,24.28,,585.53,8105.18,
,,,,,,,,585.73,-7.36,,585.73,1068.32,,585.73,26.79,,585.73,8460.16,
,,,,,,,,585.92,-7.63,,585.92,1095.08,,585.92,28.63,,585.92,8656.76,
,,,,,,,,586.12,-9.82,,586.12,1109.96,,586.12,29.01,,586.12,9003.55,
,,,,,,,,586.31,-12.78,,586.31,1125.8,,586.31,28.71,,586.31,9283.44,
,,,,,,,,586.51,-11.18,,586.51,1151.61,,586.51,21.97,,586.51,9618.63,
,,,,,,,,586.71,-8.59,,586.71,1195.77,,586.71,25.81,,586.71,9744.24,
,,,,,,,,586.9,-8.91,,586.9,1219.67,,586.9,27.6,,586.9,10032.32,
,,,,,,,,587.1,-5.54,,587.1,1245.13,,587.1,34.05,,587.1,10331.32,
,,,,,,,,587.29,-11.23,,587.29,1265.54,,587.29,34.18,,587.29,10505.4,
,,,,,,,,587.49,-11.32,,587.49,1292.58,,587.49,40.19,,587.49,10567.52,
,,,,,,,,587.68,-17.83,,587.68,1325.41,,587.68,39.59,,587.68,10675.38,
,,,,,,,,587.88,-10.87,,587.88,1368.42,,587.88,42.28,,587.88,10904.07,
,,,,,,,,588.07,-11.41,,588.07,1393.13,,588.07,37.59,,588.07,10876.08,
,,,,,,,,588.27,-8.18,,588.27,1423.3,,588.27,35.58,,588.27,10868.57,
,,,,,,,,588.47,-13.87,,588.47,1454.02,,588.47,37.16,,588.47,11124.57,
,,,,,,,,588.66,-14.37,,588.66,1493.07,,588.66,35.97,,588.66,11424.25,
,,,,,,,,588.86,-16.05,,588.86,1535.67,,588.86,37.16,,588.86,11592.19,
,,,,,,,,589.05,-9.73,,589.05,1579.77,,589.05,28.29,,589.05,11614.03,
,,,,,,,,589.25,-8.18,,589.25,1627.55,,589.25,19.63,,589.25,11743.05,
,,,,,,,,589.44,-4.08,,589.44,1659.91,,589.44,30.55,,589.44,11915.76,
,,,,,,,,589.64,-8.09,,589.64,1686.67,,589.64,28.07,,589.64,12087.11,
,,,,,,,,589.83,-4.9,,589.83,1717.19,,589.83,43.6,,589.83,12266.65,
,,,,,,,,590.03,-9.45,,590.03,1757.12,,590.03,27.69,,590.03,12457.79,
,,,,,,,,590.22,-10.73,,590.22,1797.33,,590.22,35.75,,590.22,12543.13,
,,,,,,,,590.42,-17.28,,590.42,1848.46,,590.42,30.51,,590.42,12421.61,
,,,,,,,,590.61,-8.23,,590.61,1885.53,,590.61,41.26,,590.61,12466.67,
,,,,,,,,590.81,-5.27,,590.81,1923.76,,590.81,38.74,,590.81,12407.28,
,,,,,,,,591.01,-2.58,,591.01,1978.44,,591.01,47.91,,591.01,12475.54,
,,,,,,,,591.2,-8.5,,591.2,2035.65,,591.2,46.76,,591.2,12330.82,
,,,,,,,,591.4,-12.37,,591.4,2109.31,,591.4,47.06,,591.4,12293.27,
,,,,,,,,591.59,-9.64,,591.59,2165.28,,591.59,39.94,,591.59,12506.95,
,,,,,,,,591.79,-8.86,,591.79,2241.6,,591.79,33.66,,591.79,12579.99,
,,,,,,,,591.98,-8,,591.98,2291.44,,591.98,27.73,,591.98,12481.69,
,,,,,,,,592.18,-12.82,,592.18,2339.57,,592.18,28.16,,592.18,12297.37,
,,,,,,,,592.37,-27.29,,592.37,2373.15,,592.37,21.29,,592.37,12061.17,
,,,,,,,,592.57,-26.11,,592.57,2420.32,,592.57,30.21,,592.57,11943.07,
,,,,,,,,592.76,-24.84,,592.76,2474.25,,592.76,27.22,,592.76,11515.73,
,,,,,,,,592.96,-13.23,,592.96,2533.64,,592.96,37.2,,592.96,11413.33,
,,,,,,,,593.15,-14.51,,593.15,2590.85,,593.15,30.68,,593.15,11241.98,
,,,,,,,,593.35,-9.32,,593.35,2649.56,,593.35,32,,593.35,11151.19,
,,,,,,,,593.54,-10.27,,593.54,2725.2,,593.54,34.69,,593.54,10747.06,
,,,,,,,,593.74,-4.77,,593.74,2818.86,,593.74,45.61,,593.74,10250.77,
,,,,,,,,593.93,-9.45,,593.93,2926.04,,593.93,53.38,,593.93,9922.41,
,,,,,,,,594.13,-5.81,,594.13,3007.89,,594.13,52.65,,594.13,9665.73,
,,,,,,,,594.32,-16.19,,594.32,3077.04,,594.32,48.85,,594.32,9344.2,
,,,,,,,,594.52,-16.01,,594.52,3116.56,,594.52,38.23,,594.52,8792.61,
,,,,,,,,594.71,-18.01,,594.71,3176.91,,594.71,45.78,,594.71,8413.74,
,,,,,,,,594.91,-10.77,,594.91,3217.32,,594.91,55.64,,594.91,8251.27,
,,,,,,,,595.1,-10.64,,595.1,3310.78,,595.1,60.67,,595.1,8184.37,
,,,,,,,,595.3,-7.32,,595.3,3426.42,,595.3,57.09,,595.3,7948.17,
,,,,,,,,595.49,-9.45,,595.49,3566.71,,595.49,38.02,,595.49,7698.31,
,,,,,,,,595.69,-7.45,,595.69,3650.61,,595.69,41,,595.69,7628.68,
,,,,,,,,595.88,-12.87,,595.88,3683.99,,595.88,35.63,,595.88,7484.64,
,,,,,,,,596.08,-7.63,,596.08,3736.69,,596.08,51.33,,596.08,7418.43,
,,,,,,,,596.27,-13.91,,596.27,3797.92,,596.27,54.06,,596.27,7372.69,
,,,,,,,,596.47,-12.64,,596.47,3929.06,,596.47,65.79,,596.47,7488.06,
,,,,,,,,596.66,-17.33,,596.66,4063.55,,596.66,82.86,,596.66,7435.49,
,,,,,,,,596.86,-7.45,,596.86,4188.4,,596.86,88.83,,596.86,7142.63,
,,,,,,,,597.05,-2.72,,597.05,4266.98,,597.05,82.6,,597.05,7197.24,
,,,,,,,,597.25,-2.31,,597.25,4355.86,,597.25,66.43,,597.25,7347.43,
,,,,,,,,597.44,-7.68,,597.44,4475.94,,597.44,69.5,,597.44,7443,
,,,,,,,,597.64,-9.23,,597.64,4581.75,,597.64,76.97,,597.64,7090.07,
,,,,,,,,597.83,-7.59,,597.83,4691.66,,597.83,81.36,,597.83,6982.21,
,,,,,,,,598.02,-2.36,,598.02,4829.28,,598.02,71.17,,598.02,7038.19,
,,,,,,,,598.22,-9.86,,598.22,5004.18,,598.22,57.73,,598.22,7227.96,
,,,,,,,,598.41,-11.82,,598.41,5164.94,,598.41,58.15,,598.41,7247.08,
,,,,,,,,598.61,-20.7,,598.61,5287.89,,598.61,50.69,,598.61,7226.6,
,,,,,,,,598.8,-15.19,,598.8,5405.37,,598.8,63.87,,598.8,7186.32,
,,,,,,,,599,-16.83,,599,5512.89,,599,51.92,,599,7111.91,
,,,,,,,,599.19,-14.6,,599.19,5646.35,,599.19,63.36,,599.19,7042.96,
,,,,,,,,599.39,-14.1,,599.39,5745.34,,599.39,52.99,,599.39,6910.53,
,,,,,,,,599.58,-2.49,,599.58,5832.44,,599.58,68.82,,599.58,6849.77,
,,,,,,,,599.78,0.15,,599.78,5910.2,,599.78,75.82,,599.78,6746.01,
,,,,,,,,599.97,-0.17,,599.97,6037.99,,599.97,84.01,,599.97,6688.67,
,,,,,,,,600.17,-7.36,,600.17,6194.12,,600.17,77.01,,600.17,6718.02,
,,,,,,,,600.36,-6,,600.36,6339.32,,600.36,76.2,,600.36,6762.39,
,,,,,,,,600.55,-10.91,,600.55,6461.79,,600.55,84.05,,600.55,6864.11,
,,,,,,,,600.75,-6.59,,600.75,6575.65,,600.75,87.08,,600.75,6698.91,
,,,,,,,,600.94,-15.87,,600.94,6745.09,,600.94,80.68,,600.94,6765.81,
,,,,,,,,601.14,-11.37,,601.14,6911.11,,601.14,83.84,,601.14,6629.27,
,,,,,,,,601.33,-20.2,,601.33,7079.73,,601.33,89.85,,601.33,6752.84,
,,,,,,,,601.53,-12.09,,601.53,7186.36,,601.53,89.81,,601.53,6599.24,
,,,,,,,,601.72,-16.87,,601.72,7313.19,,601.72,87.51,,601.72,6681.84,
,,,,,,,,601.92,-5.04,,601.92,7435.05,,601.92,83.03,,601.92,6724.85,
,,,,,,,,602.11,-12.09,,602.11,7600.93,,602.11,95.06,,602.11,6775.36,
,,,,,,,,602.3,-1.31,,602.3,7730.71,,602.3,99.2,,602.3,6689.35,
,,,,,,,,602.5,-4.72,,602.5,7863.14,,602.5,99.97,,602.5,6543.94,
,,,,,,,,602.69,1.06,,602.69,8014.62,,602.69,103.34,,602.69,6485.23,
,,,,,,,,602.89,-3.67,,602.89,8229.18,,602.89,98.39,,602.89,6493.43,
,,,,,,,,603.08,-2.04,,603.08,8423.81,,603.08,115.97,,603.08,6455.88,
,,,,,,,,603.28,-0.17,,603.28,8538.63,,603.28,111.1,,603.28,6438.81,
,,,,,,,,603.47,1.19,,603.47,8639.53,,603.47,118.06,,603.47,6492.74,
,,,,,,,,603.66,-4.99,,603.66,8816.13,,603.66,101.08,,603.66,6437.45,
,,,,,,,,603.86,-8.95,,603.86,9090.9,,603.86,112.38,,603.86,6332.32,
,,,,,,,,604.05,-16.37,,604.05,9366.15,,604.05,123.13,,604.05,6312.52,
,,,,,,,,604.25,-12,,604.25,9622.42,,604.25,136.49,,604.25,6333,
,,,,,,,,604.44,-13.69,,604.44,9857.18,,604.44,130.3,,604.44,6252.45,
,,,,,,,,604.63,-8.5,,604.63,10053.79,,604.63,122.32,,604.63,6010.11,
,,,,,,,,604.83,-14.1,,604.83,10171.75,,604.83,131.37,,604.83,5999.87,
,,,,,,,,605.02,-12.32,,605.02,10181.1,,605.02,141.48,,605.02,6119.33,
,,,,,,,,605.22,-14.32,,605.22,10203.7,,605.22,136.57,,605.22,5945.25,
,,,,,,,,605.41,-14.73,,605.41,10353.06,,605.41,136.4,,605.41,5734.31,
,,,,,,,,605.61,-12.87,,605.61,10595,,605.61,141.86,,605.61,5483.78,
,,,,,,,,605.8,-7.41,,605.8,10896.32,,605.8,157.69,,605.8,5728.85,
,,,,,,,,605.99,-5.04,,605.99,11170.88,,605.99,159.31,,605.99,5449.64,
,,,,,,,,606.19,-4.13,,606.19,11422.99,,606.19,168.27,,606.19,5146.55,
,,,,,,,,606.38,-6.91,,606.38,11537.81,,606.38,176.68,,606.38,4729.44,
,,,,,,,,606.58,-7.91,,606.58,11464.97,,606.58,180.31,,606.58,4824.33,
,,,,,,,,606.77,-12.96,,606.77,11429.54,,606.77,163.62,,606.77,4700.09,
,,,,,,,,606.96,-8.59,,606.96,11534.19,,606.96,162.22,,606.96,4547.17,
,,,,,,,,607.16,-6.09,,607.16,11862.01,,607.16,156.88,,607.16,4368.32,
,,,,,,,,607.35,-2.13,,607.35,12170.09,,607.35,169.26,,607.35,4450.24,
,,,,,,,,607.54,-12.23,,607.54,12407.72,,607.54,179.45,,607.54,4445.46,
,,,,,,,,607.74,-9.68,,607.74,12440.01,,607.74,195.79,,607.74,4341.01,
,,,,,,,,607.93,-12.32,,607.93,12373.38,,607.93,203.3,,607.93,4392.89,
,,,,,,,,608.13,-5.68,,608.13,12244.57,,608.13,219.05,,608.13,4782.69,
,,,,,,,,608.32,-8.91,,608.32,12209.07,,608.32,226,,608.32,5130.84,
,,,,,,,,608.51,-4.45,,608.51,12369.97,,608.51,238.33,,608.51,5295.36,
,,,,,,,,608.71,0.01,,608.71,12779.84,,608.71,239.44,,608.71,5311.75,
,,,,,,,,608.9,-0.31,,608.9,13203.63,,608.9,248.02,,608.9,5347.25,
,,,,,,,,609.1,-4.72,,609.1,13421.53,,609.1,260.09,,609.1,5242.8,
,,,,,,,,609.29,-11.37,,609.29,13307.94,,609.29,268.63,,609.29,4810.68,
,,,,,,,,609.48,-12.82,,609.48,13099.93,,609.48,274,,609.48,4514.41,
,,,,,,,,609.68,-9.73,,609.68,12819.23,,609.68,269.14,,609.68,4263.19,
,,,,,,,,609.87,-10.73,,609.87,12537.77,,609.87,259.96,,609.87,3951.9,
,,,,,,,,610.06,-9.36,,610.06,12348.06,,610.06,251.26,,610.06,3474.04,
,,,,,,,,610.26,-10.23,,610.26,12358.02,,610.26,262.18,,610.26,3325.22,
,,,,,,,,610.45,-9.73,,610.45,12488.89,,610.45,268.33,,610.45,3321.81,
,,,,,,,,610.64,-12.05,,610.64,12490.94,,610.64,265.08,,610.64,3316.34,
,,,,,,,,610.84,-9.23,,610.84,12143.94,,610.84,261.37,,610.84,2984.57,
,,,,,,,,611.03,-9.82,,611.03,11717.97,,611.03,260.48,,611.03,2833.02,
,,,,,,,,611.23,-5.86,,611.23,11385.58,,611.23,272.25,,611.23,2637.1,
,,,,,,,,611.42,-8.27,,611.42,11292.12,,611.42,261.33,,611.42,2656.9,
,,,,,,,,611.61,-6.54,,611.61,11291.71,,611.61,266.66,,611.61,2423.43,
,,,,,,,,611.81,-4.63,,611.81,11244.34,,611.81,272.47,,611.81,2388.61,
,,,,,,,,612,4.24,,612,11221.61,,612,296.87,,612,2367.45,
,,,,,,,,612.19,1.56,,612.19,11134.98,,612.19,299,,612.19,2274.61,
,,,,,,,,612.39,-1.35,,612.39,10953.66,,612.39,308.82,,612.39,2102.58,
,,,,,,,,612.58,-11.14,,612.58,10578.27,,612.58,316.75,,612.58,1995.4,
,,,,,,,,612.77,-12.23,,612.77,10158.51,,612.77,340.94,,612.77,2147.64,
,,,,,,,,612.97,-19.42,,612.97,9914.18,,612.97,342.61,,612.97,2092.34,
,,,,,,,,613.16,-22.43,,613.16,9893.84,,613.16,342.27,,613.16,1921.68,
,,,,,,,,613.35,-24.56,,613.35,9916.71,,613.35,335.35,,613.35,1809.72,
,,,,,,,,613.55,-22.29,,613.55,9778.54,,613.55,341.58,,613.55,1828.15,
,,,,,,,,613.74,-15.6,,613.74,9484.25,,613.74,342.05,,613.74,1668.41,
,,,,,,,,613.93,-9.55,,613.93,9080.11,,613.93,341.07,,613.93,1387.84,
,,,,,,,,614.13,-2.63,,614.13,8831.01,,614.13,342.57,,614.13,1344.83,
,,,,,,,,614.32,-5.27,,614.32,8772.3,,614.32,355.62,,614.32,1471.81,
,,,,,,,,614.51,-4.77,,614.51,8842.07,,614.51,355.37,,614.51,1475.9,
,,,,,,,,614.71,-9.55,,614.71,8898.59,,614.71,372.05,,614.71,1236.29,
,,,,,,,,614.9,-12.96,,614.9,8825.07,,614.9,375.12,,614.9,1162.56,
,,,,,,,,615.09,-10.64,,615.09,8694.62,,615.09,395.22,,615.09,1088.84,
,,,,,,,,615.29,-16.74,,615.29,8440.74,,615.29,396.2,,615.29,1198.74,
,,,,,,,,615.48,-10.73,,615.48,8247.89,,615.48,403.88,,615.48,1017.84,
,,,,,,,,615.67,-17.87,,615.67,8258.13,,615.67,404.52,,615.67,1130.48,
,,,,,,,,615.87,-5.36,,615.87,8458.96,,615.87,414.67,,615.87,1114.1,
,,,,,,,,616.06,-4.86,,616.06,8677.35,,616.06,418.51,,616.06,976.2,
,,,,,,,,616.25,-0.31,,616.25,8593.65,,616.25,422.09,,616.25,797.34,
,,,,,,,,616.45,-5.36,,616.45,8278.33,,616.45,421.2,,616.45,730.44,
,,,,,,,,616.64,-5.9,,616.64,7958.58,,616.64,432.46,,616.64,959.13,
,,,,,,,,616.83,-13.73,,616.83,7870.51,,616.83,447.14,,616.83,959.13,
,,,,,,,,617.03,-1.85,,617.03,7983.43,,617.03,468.6,,617.03,1002.14,
,,,,,,,,617.22,-11.87,,617.22,8048.62,,617.22,478.2,,617.22,956.4,
,,,,,,,,617.41,-1.35,,617.41,7955.85,,617.41,491.85,,617.41,998.04,
,,,,,,,,617.6,-17.24,,617.6,7765.25,,617.6,495.57,,617.6,878.58,
,,,,,,,,617.8,-4.4,,617.8,7599.3,,617.8,496.97,,617.8,735.22,
,,,,,,,,617.99,-16.46,,617.99,7574.92,,617.99,512.03,,617.99,830.79,
,,,,,,,,618.18,-18.74,,618.18,7599.02,,618.18,537.59,,618.18,802.8,
,,,,,,,,618.38,-29.12,,618.38,7631.18,,618.38,563.49,,618.38,835.57,
,,,,,,,,618.57,-21.52,,618.57,7570.08,,618.57,580.77,,618.57,532.47,
,,,,,,,,618.76,-16.96,,618.76,7484.2,,618.76,582.86,,618.76,643.74,
,,,,,,,,618.96,-6.18,,618.96,7481.4,,618.96,596.43,,618.96,549.54,
,,,,,,,,619.15,-15.42,,619.15,7515.74,,619.15,602.74,,619.15,712.01,
,,,,,,,,619.34,-11.14,,619.34,7538.61,,619.34,615.16,,619.34,462.16,
,,,,,,,,619.53,-18.1,,619.53,7446.65,,619.53,621.56,,619.53,654.67,
,,,,,,,,619.73,-12.32,,619.73,7355.31,,619.73,632.82,,619.73,550.22,
,,,,,,,,619.92,-19.42,,619.92,7339.82,,619.92,647.76,,619.92,695.63,
,,,,,,,,620.11,-19.38,,620.11,7392.45,,620.11,665.97,,620.11,557.05,
,,,,,,,,620.31,-13.69,,620.31,7463.04,,620.31,682.1,,620.31,621.9,
,,,,,,,,620.5,-12.55,,620.5,7423.03,,620.5,700.32,,620.5,641.7,
,,,,,,,,620.69,-12.91,,620.69,7240.56,,620.69,716.92,,620.69,591.18,
,,,,,,,,620.88,-15.78,,620.88,7015.9,,620.88,726.99,,620.88,530.42,
,,,,,,,,621.08,-12.69,,621.08,6844.41,,621.08,727.67,,621.08,458.06,
,,,,,,,,621.27,-10.5,,621.27,6815.4,,621.27,736.88,,621.27,516.09,
,,,,,,,,621.46,-14.51,,621.46,6844.82,,621.46,755.1,,621.46,417.79,
,,,,,,,,621.65,-17.01,,621.65,6886.12,,621.65,788.55,,621.65,411.64,
,,,,,,,,621.85,-20.65,,621.85,6853.9,,621.85,811.17,,621.85,444.41,
,,,,,,,,622.04,-11.55,,622.04,6740.04,,622.04,818.5,,622.04,527.01,
,,,,,,,,622.23,-6.54,,622.23,6582.89,,622.23,822.9,,622.23,473.08,
,,,,,,,,622.43,-5.68,,622.43,6416.93,,622.43,839.88,,622.43,344.74,
,,,,,,,,622.62,-16.78,,622.62,6316.17,,622.62,871.54,,622.62,433.49,
,,,,,,,,622.81,-21.7,,622.81,6227.43,,622.81,910.54,,622.81,477.18,
,,,,,,,,623,-25.52,,623,6144.49,,623,946.12,,623,514.04,
,,,,,,,,623.2,-19.1,,623.2,5976.42,,623.2,964.68,,623.2,496.29,
,,,,,,,,623.39,-21.47,,623.39,5834.83,,623.39,973.34,,623.39,494.93,
,,,,,,,,623.58,-12.37,,623.58,5709.29,,623.58,977.18,,623.58,517.45,
,,,,,,,,623.77,-12,,623.77,5644.58,,623.77,1008.84,,623.77,318.12,
,,,,,,,,623.97,-9.27,,623.97,5569.69,,623.97,1039.56,,623.97,165.89,
,,,,,,,,624.16,-12.73,,624.16,5472.07,,624.16,1061.1,,624.16,200.7,
,,,,,,,,624.35,-14.46,,624.35,5319.16,,624.35,1073.09,,624.35,370.68,
,,,,,,,,624.54,-13.55,,624.54,5101.11,,624.54,1080.18,,624.54,396.62,
,,,,,,,,624.74,-6.95,,624.74,4926.97,,624.74,1108.63,,624.74,296.96,
,,,,,,,,624.93,-9.91,,624.93,4788.53,,624.93,1127.49,,624.93,249.85,
,,,,,,,,625.12,-6.45,,625.12,4731.12,,625.12,1153.43,,625.12,382.29,
,,,,,,,,625.31,-16.87,,625.31,4603.19,,625.31,1166.7,,625.31,253.27,
,,,,,,,,625.51,-11.5,,625.51,4458.87,,625.51,1186.46,,625.51,192.51,
,,,,,,,,625.7,-14.1,,625.7,4246.57,,625.7,1209.37,,625.7,174.08,
