Colors,V,dV,Peak wavelength,d l,pv/e 1,pv/e 2,sigma,BlueWave,Blue_I,Peak v/e Blue,OrangeWave,Orange_I,Peak v/e Orange,RedWave,Red_I,Peak v/e Red,YellowWave,Yellow_I,Peak v/e Yellow
,,,,,,,,625.89,-6.5,,625.89,4076.65,,625.89,1225.58,,625.89,316.75,
,,,,,,,,626.08,-2.22,,626.08,3918.62,,626.08,1235.99,,626.08,299.69,
,,,,,,,,626.27,0.69,,626.27,3780.93,,626.27,1257.54,,626.27,165.2,
,,,,,,,,626.47,-4.54,,626.47,3655.52,,626.47,1271.83,,626.47,129.7,
,,,,,,,,626.66,-10.32,,626.66,3565.89,,626.66,1326.02,,626.66,345.42,
,,,,,,,,626.85,-9.41,,626.85,3461.31,,626.85,1361.09,,626.85,361.13,
,,,,,,,,627.04,-5.77,,627.04,3357.95,,627.04,1403.2,,627.04,367.27,
,,,,,,,,627.24,-4.27,,627.24,3241.35,,627.24,1418.05,,627.24,212.99,
,,,,,,,,627.43,-0.94,,627.43,3159.85,,627.43,1460.42,,627.43,458.75,
,,,,,,,,627.62,-4.49,,627.62,3057.04,,627.62,1507.22,,627.62,539.3,
,,,,,,,,627.81,-3.4,,627.81,2968.84,,627.81,1553.21,,627.81,447.14,
,,,,,,,,628,-12,,628,2868.35,,628,1563.58,,628,372.05,
,,,,,,,,628.2,-10.91,,628.2,2802.06,,628.2,1580.26,,628.2,314.02,
,,,,,,,,628.39,-13.64,,628.39,2705.61,,628.39,1601.98,,628.39,475.13,
,,,,,,,,628.58,-8.73,,628.58,2632.42,,628.58,1636.07,,628.58,314.7,
,,,,,,,,628.77,-6.82,,628.77,2511.66,,628.77,1661.76,,628.77,443.73,
,,,,,,,,628.96,-8.59,,628.96,2383.12,,628.96,1674.73,,628.96,377.51,
,,,,,,,,629.16,-11.82,,629.16,2257.78,,629.16,1688.25,,629.16,355.66,
,,,,,,,,629.35,-12.73,,629.35,2171.97,,629.35,1714.62,,629.35,137.21,
,,,,,,,,629.54,-14.19,,629.54,2106.78,,629.54,1774.78,,629.54,169.3,
,,,,,,,,629.73,-10.87,,629.73,2040.83,,629.73,1826.28,,629.73,247.12,
,,,,,,,,629.93,-7,,629.93,1990.11,,629.93,1865.14,,629.93,185,
,,,,,,,,630.12,-2.81,,630.12,1938.71,,630.12,1887.46,,630.12,7.51,
,,,,,,,,630.31,-10.91,,630.31,1879.25,,630.31,1920.35,,630.31,49.83,
,,,,,,,,630.5,-12.6,,630.5,1797.4,,630.5,1983.24,,630.5,175.44,
,,,,,,,,630.69,-10.23,,630.69,1718.35,,630.69,2023.56,,630.69,256.68,
,,,,,,,,630.88,-4.27,,630.88,1664.01,,630.88,2059.4,,630.88,62.12,
,,,,,,,,631.08,-7.45,,631.08,1648.51,,631.08,2088.12,,631.08,126.29,
,,,,,,,,631.27,-8.04,,631.27,1630.97,,631.27,2133.94,,631.27,117.42,
,,,,,,,,631.46,-9.59,,631.46,1584.48,,631.46,2181.64,,631.46,151.55,
,,,,,,,,631.65,-11.91,,631.65,1504.75,,631.65,2227.42,,631.65,-124.93,
,,,,,,,,631.84,-18.01,,631.84,1445.22,,631.84,2258.23,,631.84,-111.96,
,,,,,,,,632.04,-21.06,,632.04,1401.39,,632.04,2309.08,,632.04,-55.3,
,,,,,,,,632.23,-21.33,,632.23,1367.12,,632.23,2353.54,,632.23,44.37,
,,,,,,,,632.42,-16.51,,632.42,1332.92,,632.42,2418.91,,632.42,-45.06,
,,,,,,,,632.61,-11.68,,632.61,1292.99,,632.61,2473.22,,632.61,-83.97,
,,,,,,,,632.8,-5.36,,632.8,1260.49,,632.8,2528.17,,632.8,54.61,
,,,,,,,,632.99,-6.82,,632.99,1217.62,,632.99,2559.62,,632.99,95.57,
,,,,,,,,633.19,-14.23,,633.19,1181.58,,633.19,2600.28,,633.19,74.41,
,,,,,,,,633.38,-27.48,,633.38,1150.17,,633.38,2624.86,,633.38,103.76,
,,,,,,,,633.57,-21.92,,633.57,1126.01,,633.57,2665.56,,633.57,47.1,
,,,,,,,,633.76,-13.96,,633.76,1098.56,,633.76,2693.55,,633.76,157.69,
,,,,,,,,633.95,-5.95,,633.95,1060.34,,633.95,2727,,633.95,27.99,
,,,,,,,,634.14,-13.82,,634.14,1013.92,,634.14,2773.97,,634.14,107.86,
,,,,,,,,634.34,-12.55,,634.34,976.1,,634.34,2866.09,,634.34,70.31,
,,,,,,,,634.53,-17.6,,634.53,930.02,,634.53,2980.09,,634.53,18.43,
,,,,,,,,634.72,-9.68,,634.72,900.8,,634.72,3104.55,,634.72,-17.75,
,,,,,,,,634.91,-15.69,,634.91,870.28,,634.91,3157.46,,634.91,62.12,
,,,,,,,,635.1,-7,,635.1,848.92,,635.1,3181.82,,635.1,80.55,
,,,,,,,,635.29,-15.96,,635.29,847.01,,635.29,3202.43,,635.29,38.23,
,,,,,,,,635.49,-14.83,,635.49,822.5,,635.49,3253.84,,635.49,-146.09,
,,,,,,,,635.68,-21.61,,635.68,793.9,,635.68,3293.77,,635.68,-156.33,
,,,,,,,,635.87,-22.38,,635.87,745.09,,635.87,3314.42,,635.87,-83.28,
,,,,,,,,636.06,-29.98,,636.06,716.07,,636.06,3327.48,,636.06,-141.99,
,,,,,,,,636.25,-24.38,,636.25,711.36,,636.25,3398.56,,636.25,-64.85,
,,,,,,,,636.44,-21.15,,636.44,691.16,,636.44,3477.62,,636.44,-9.56,
,,,,,,,,636.63,-8.86,,636.63,667.19,,636.63,3580.45,,636.63,184.32,
,,,,,,,,636.83,-9.45,,636.83,625.62,,636.83,3650.21,,636.83,54.61,
,,,,,,,,637.02,-8.13,,637.02,599,,637.02,3739.89,,637.02,-70.31,
,,,,,,,,637.21,-13.14,,637.21,583.5,,637.21,3831.07,,637.21,-13.65,
,,,,,,,,637.4,-10.27,,637.4,585.62,,637.4,3916.57,,637.4,169.3,
,,,,,,,,637.59,-7.18,,637.59,580.57,,637.59,3978.86,,637.59,135.17,
,,,,,,,,637.78,-4.36,,637.78,570.05,,637.78,4034.37,,637.78,-53.93,
,,,,,,,,637.97,-6,,637.97,538.38,,637.97,4082.88,,637.97,-25.94,
,,,,,,,,638.16,-6.77,,638.16,532.23,,638.16,4177.17,,638.16,100.35,
,,,,,,,,638.36,-13,,638.36,520.49,,638.36,4231.91,,638.36,145.41,
,,,,,,,,638.55,-11.59,,638.55,512.3,,638.55,4350.99,,638.55,-39.59,
,,,,,,,,638.74,-14.46,,638.74,495.85,,638.74,4413.8,,638.74,-5.46,
,,,,,,,,638.93,-3.49,,638.93,481.51,,638.93,4551.01,,638.93,46.42,
,,,,,,,,639.12,-8.23,,639.12,471.75,,639.12,4668.47,,639.12,12.29,
,,,,,,,,639.31,-7.59,,639.31,450.86,,639.31,4776.63,,639.31,-114,
,,,,,,,,639.5,-14.73,,639.5,436.25,,639.5,4844.64,,639.5,-39.59,
,,,,,,,,639.69,-13.78,,639.69,422.87,,639.69,4878.73,,639.69,67.58,
,,,,,,,,639.89,-17.42,,639.89,402.66,,639.89,4944.31,,639.89,116.73,
,,,,,,,,640.08,-19.06,,640.08,396.59,,640.08,5003.57,,640.08,-111.96,
,,,,,,,,640.27,-12.41,,640.27,370.24,,640.27,5041.42,,640.27,-81.92,
,,,,,,,,640.46,-3.13,,640.46,356.04,,640.46,5102.26,,640.46,-110.59,
,,,,,,,,640.65,-3.77,,640.65,319.93,,640.65,5292.85,,640.65,-15.02,
,,,,,,,,640.84,-8.54,,640.84,330.71,,640.84,5487.49,,640.84,-106.49,
,,,,,,,,641.03,-13.73,,641.03,324.57,,641.03,5600.77,,641.03,-18.43,
,,,,,,,,641.22,-9.27,,641.22,325.25,,641.22,5583.15,,641.22,-63.49,
,,,,,,,,641.41,-9,,641.41,295.9,,641.41,5641.56,,641.41,-84.65,
,,,,,,,,641.6,-10.82,,641.6,282.65,,641.6,5743.4,,641.6,-236.2,
,,,,,,,,641.8,-13.14,,641.8,272.96,,641.8,5835.13,,641.8,-194.56,
,,,,,,,,641.99,-15.42,,641.99,274.39,,641.99,5966.29,,641.99,-81.24,
,,,,,,,,642.18,-18.37,,642.18,267.5,,642.18,6139.72,,642.18,-10.92,
,,,,,,,,642.37,-16.14,,642.37,275.83,,642.37,6386.93,,642.37,-53.93,
,,,,,,,,642.56,-12,,642.56,255.62,,642.56,6614.68,,642.56,-128.34,
,,,,,,,,642.75,-1.4,,642.75,252.89,,642.75,6821.78,,642.75,-102.4,
,,,,,,,,642.94,0.69,,642.94,233.43,,642.94,6949.7,,642.94,71.68,
,,,,,,,,643.13,-4.4,,643.13,228.79,,643.13,6972.27,,643.13,23.89,
,,,,,,,,643.32,-10,,643.32,223.4,,643.32,6924.82,,643.32,49.15,
,,,,,,,,643.51,-18.69,,643.51,218.28,,643.51,6935.96,,643.51,-89.43,
,,,,,,,,643.7,-15.51,,643.7,227.29,,643.7,7053.89,,643.7,-5.46,
,,,,,,,,643.89,-7.54,,643.89,223.54,,643.89,7313.3,,643.89,-124.93,
,,,,,,,,644.09,-3.63,,644.09,203.6,,644.09,7541.13,,644.09,-39.59,
,,,,,,,,644.28,-2.58,,644.28,191.11,,644.28,7640.42,,644.28,19.11,
,,,,,,,,644.47,-14.01,,644.47,178.55,,644.47,7659.96,,644.47,137.21,
,,,,,,,,644.66,-11.28,,644.66,186.74,,644.66,7729.29,,644.66,70.31,
,,,,,,,,644.85,-17.19,,644.85,171.18,,644.85,7941.25,,644.85,55.98,
,,,,,,,,645.04,-16.24,,645.04,173.22,,645.04,8250.11,,645.04,21.84,
,,,,,,,,645.23,-22.79,,645.23,150.15,,645.23,8503.17,,645.23,-108.54,
,,,,,,,,645.42,-16.69,,645.42,143.67,,645.42,8627.24,,645.42,-219.13,
,,,,,,,,645.61,-16.55,,645.61,135.06,,645.61,8601.34,,645.61,-50.52,
,,,,,,,,645.8,-11,,645.8,143.26,,645.8,8544.94,,645.8,90.79,
,,,,,,,,645.99,-20.06,,645.99,143.39,,645.99,8552.74,,645.99,124.24,
,,,,,,,,646.18,-15.05,,646.18,143.6,,646.18,8686.5,,646.18,-104.45,
,,,,,,,,646.37,-16.46,,646.37,137.93,,646.37,8990.37,,646.37,-95.57,
,,,,,,,,646.56,-2.63,,646.56,141.34,,646.56,9328.97,,646.56,36.86,
,,,,,,,,646.75,-10.59,,646.75,131.72,,646.75,9573.19,,646.75,126.29,
,,,,,,,,646.94,-15.42,,646.94,133.7,,646.94,9706.52,,646.94,90.11,
,,,,,,,,647.14,-22.74,,647.14,128.17,,647.14,9817.71,,647.14,27.31,
,,,,,,,,647.33,-12.87,,647.33,124.35,,647.33,9970.41,,647.33,118.1,
,,,,,,,,647.52,-7.68,,647.52,111.72,,647.52,10109.84,,647.52,88.75,
,,,,,,,,647.71,-5.63,,647.71,110.62,,647.71,10268.26,,647.71,-12.29,
,,,,,,,,647.9,-11.28,,647.9,103.52,,647.9,10460.73,,647.9,-41.64,
,,,,,,,,648.09,-6.54,,648.09,113.49,,648.09,10729.18,,648.09,85.33,
,,,,,,,,648.28,-9.5,,648.28,116.56,,648.28,10982.49,,648.28,154.96,
,,,,,,,,648.47,-7.09,,648.47,122.91,,648.47,11086.38,,648.47,-64.17,
,,,,,,,,648.66,-11.55,,648.66,112.6,,648.66,11022.3,,648.66,-109.23,
,,,,,,,,648.85,-7.36,,648.85,109.05,,648.85,10959.62,,648.85,-96.25,
,,,,,,,,649.04,-8.77,,649.04,95.74,,649.04,11036.46,,649.04,31.4,
,,,,,,,,649.23,-11.68,,649.23,89.05,,649.23,11257.09,,649.23,-18.43,
,,,,,,,,649.42,-12.96,,649.42,78.27,,649.42,11555.66,,649.42,-35.5,
,,,,,,,,649.61,-9.5,,649.61,71.1,,649.61,11888.46,,649.61,-40.28,
,,,,,,,,649.8,-9.23,,649.8,78.33,,649.8,12108.53,,649.8,-36.86,
,,,,,,,,649.99,-14.6,,649.99,78.06,,649.99,12092.96,,649.99,-80.55,
,,,,,,,,650.18,-21.01,,650.18,85.91,,650.18,11937.27,,650.18,33.45,
,,,,,,,,650.37,-20.33,,650.37,79.29,,650.37,11881.63,,650.37,77.14,
,,,,,,,,650.56,-12.73,,650.56,81.27,,650.56,12119.96,,650.56,189.1,
,,,,,,,,650.75,-6.5,,650.75,75.26,,650.75,12527.98,,650.75,47.79,
,,,,,,,,650.94,-8.82,,650.94,72.12,,650.94,12952.55,,650.94,23.21,
,,,,,,,,651.13,-9.41,,651.13,68.98,,651.13,13127.18,,651.13,34.13,
,,,,,,,,651.32,-17.28,,651.32,71.37,,651.32,13084.17,,651.32,68.27,
,,,,,,,,651.51,-12.55,,651.51,67.21,,651.51,12892.56,,651.51,-10.92,
,,,,,,,,651.7,-17.19,,651.7,69.94,,651.7,12817.08,,651.7,-79.19,
,,,,,,,,651.89,-16.1,,651.89,71.78,,651.89,12859.54,,651.89,-27.31,
,,,,,,,,652.08,-20.15,,652.08,75.74,,652.08,13025.42,,652.08,173.39,
,,,,,,,,652.27,-15.42,,652.27,69.67,,652.27,13178.76,,652.27,111.27,
,,,,,,,,652.46,-20.7,,652.46,63.04,,652.46,13310.94,,652.46,71.68,
,,,,,,,,652.65,-19.01,,652.65,63.11,,652.65,13277.32,,652.65,-92.16,
,,,,,,,,652.84,-21.92,,652.84,57.72,,652.84,13259.32,,652.84,-59.39,
,,,,,,,,653.03,-13.6,,653.03,70.35,,653.03,13343.88,,653.03,-141.99,
,,,,,,,,653.22,-11.96,,653.22,52.19,,653.22,13602.18,,653.22,-83.28,
,,,,,,,,653.41,-2.49,,653.41,49.53,,653.41,13673.14,,653.41,-122.2,
,,,,,,,,653.6,0.42,,653.6,33.96,,653.6,13556.27,,653.6,-47.1,
,,,,,,,,653.79,4.93,,653.79,48.3,,653.79,13123.77,,653.79,-19.8,
,,,,,,,,653.98,-4.99,,653.98,45.84,,653.98,12744.85,,653.98,141.31,
,,,,,,,,654.17,-5.81,,654.17,55.4,,654.17,12491.63,,654.17,166.57,
,,,,,,,,654.36,-12.32,,654.36,51.03,,654.36,12465.47,,654.36,84.65,
,,,,,,,,654.55,-16.37,,654.55,51.23,,654.55,12463,,654.55,-49.83,
,,,,,,,,654.74,-19.88,,654.74,45.02,,654.74,12263.54,,654.74,-52.56,
,,,,,,,,654.93,-21.33,,654.93,48.91,,654.93,12018.63,,654.93,108.54,
,,,,,,,,655.12,-16.42,,655.12,60.59,,655.12,11711.22,,655.12,154.96,
,,,,,,,,655.31,-13.51,,655.31,61.75,,655.31,11480.78,,655.31,111.27,
,,,,,,,,655.5,-9.96,,655.5,54.58,,655.5,11368.53,,655.5,-116.05,
,,,,,,,,655.69,-1.99,,655.69,56.01,,655.69,11416.4,,655.69,-55.98,
,,,,,,,,655.88,-4.86,,655.88,44.82,,655.88,11338.24,,655.88,-99.67,
,,,,,,,,656.07,-2.72,,656.07,50.55,,656.07,10953.01,,656.07,-35.5,
,,,,,,,,656.26,-14.23,,656.26,38.6,,656.26,10391.82,,656.26,-132.44,
,,,,,,,,656.45,-14.78,,656.45,47.14,,656.45,9981.42,,656.45,25.26,
,,,,,,,,656.64,-14.69,,656.64,56.83,,656.64,9719.32,,656.64,157.69,
,,,,,,,,656.83,-9.96,,656.83,55.81,,656.83,9544.81,,656.83,134.48,
,,,,,,,,657.02,-10.14,,657.02,56.63,,657.02,9359.3,,657.02,88.75,
,,,,,,,,657.21,-6.27,,657.21,43.93,,657.21,9238.22,,657.21,-6.14,
,,,,,,,,657.4,-7.22,,657.4,40.31,,657.4,9101.43,,657.4,33.45,
,,,,,,,,657.59,1.88,,657.59,40.31,,657.59,8944.12,,657.59,-40.96,
,,,,,,,,657.78,-3.63,,657.78,31.37,,657.78,8697.64,,657.78,-22.53,
,,,,,,,,657.96,-8.13,,657.96,37.51,,657.96,8432.04,,657.96,-10.24,
,,,,,,,,658.15,-15.87,,658.15,31.44,,658.15,8142.51,,658.15,9.56,
,,,,,,,,658.34,-18.42,,658.34,37.99,,658.34,7897.95,,658.34,-41.64,
,,,,,,,,658.53,-19.24,,658.53,33.48,,658.53,7698.78,,658.53,-0.68,
,,,,,,,,658.72,-15.64,,658.72,42.84,,658.72,7603.51,,658.72,46.42,
,,,,,,,,658.91,-14.78,,658.91,40.17,,658.91,7522.53,,658.91,-62.12,
,,,,,,,,659.1,-15.01,,659.1,33.96,,659.1,7359.76,,659.1,-190.46,
,,,,,,,,659.29,-20.6,,659.29,27,,659.29,7127.1,,659.29,-253.95,
,,,,,,,,659.48,-15.55,,659.48,28.5,,659.48,6928.36,,659.48,-98.3,
,,,,,,,,659.67,-8.91,,659.67,31.23,,659.67,6817.65,,659.67,-119.46,
,,,,,,,,659.86,0.97,,659.86,27.41,,659.86,6692.85,,659.86,-144.04,
,,,,,,,,660.05,-3.17,,660.05,29.12,,660.05,6521.71,,660.05,-78.51,
,,,,,,,,660.24,-5.13,,660.24,28.36,,660.24,6292.17,,660.24,36.86,
,,,,,,,,660.43,-13.87,,660.43,24.13,,660.43,6069.16,,660.43,-8.19,
,,,,,,,,660.62,-12.55,,660.62,32.12,,660.62,5867.73,,660.62,-145.41,
,,,,,,,,660.81,-12.05,,660.81,29.66,,660.81,5709.78,,660.81,-107.18,
,,,,,,,,660.99,-14.73,,660.99,37.44,,660.99,5583.53,,660.99,40.28,
,,,,,,,,661.18,-15.46,,661.18,20.45,,661.18,5414.87,,661.18,-6.14,
,,,,,,,,661.37,-12.5,,661.37,28.36,,661.37,5280.94,,661.37,-4.1,
,,,,,,,,661.56,-9.82,,661.56,13.62,,661.56,5179.23,,661.56,-47.79,
,,,,,,,,661.75,-7.36,,661.75,23.45,,661.75,5163.31,,661.75,-1.37,
,,,,,,,,661.94,-11.73,,661.94,13.69,,661.94,5081.86,,661.94,-72.36,
,,,,,,,,662.13,-7.63,,662.13,38.74,,662.13,4953.48,,662.13,-12.29,
,,,,,,,,662.32,-13.82,,662.32,42.63,,662.32,4816.74,,662.32,61.44,
,,,,,,,,662.51,-14.6,,662.51,53.9,,662.51,4749.62,,662.51,126.97,
,,,,,,,,662.7,-13.91,,662.7,35.46,,662.7,4661.77,,662.7,-2.73,
,,,,,,,,662.89,-11.32,,662.89,35.46,,662.89,4543.55,,662.89,64.17,
,,,,,,,,663.08,-8.64,,663.08,21.88,,663.08,4374.93,,663.08,-111.96,
,,,,,,,,663.26,-10.32,,663.26,33.69,,663.26,4238.61,,663.26,-62.8,
,,,,,,,,663.45,-5.13,,663.45,16.14,,663.45,4094.91,,663.45,-215.72,
,,,,,,,,663.64,-8.5,,663.64,30.14,,663.64,3994.99,,663.64,-100.35,
,,,,,,,,663.83,-7.36,,663.83,15.87,,663.83,3946.35,,663.83,-91.48,
,,,,,,,,664.02,-13.82,,664.02,26.79,,664.02,3912.64,,664.02,30.72,
,,,,,,,,664.21,-9.82,,664.21,27.27,,664.21,3825.99,,664.21,71.68,
,,,,,,,,664.4,-12.14,,664.4,27.61,,664.4,3693.34,,664.4,40.28,
,,,,,,,,664.59,-6.82,,664.59,27.2,,664.59,3588.21,,664.59,74.41,
,,,,,,,,664.78,-4.36,,664.78,24.75,,664.78,3499.72,,664.78,54.61,
,,,,,,,,664.97,-9.73,,664.97,20.17,,664.97,3387.08,,664.97,27.99,
,,,,,,,,665.15,-11.41,,665.15,32.87,,665.15,3251.32,,665.15,-63.49,
,,,,,,,,665.34,-19.38,,665.34,30,,665.34,3146.87,,665.34,-106.49,
,,,,,,,,665.53,-16.55,,665.53,37.92,,665.53,3071.83,,665.53,-44.37,
,,,,,,,,665.72,-19.29,,665.72,20.58,,665.72,3026.64,,665.72,-71.68,
,,,,,,,,665.91,-15.37,,665.91,22.29,,665.91,2958.55,,665.91,-112.64,
,,,,,,,,666.1,-13.05,,666.1,20.99,,666.1,2882.17,,666.1,-103.76,
,,,,,,,,666.29,-13.82,,666.29,30.48,,666.29,2787.24,,666.29,0,
,,,,,,,,666.48,-12.28,,666.48,18.4,,666.48,2685.87,,666.48,19.11,
,,,,,,,,666.66,-13.6,,666.66,29.73,,666.66,2593.2,,666.66,21.85,
,,,,,,,,666.85,-7.91,,666.85,29.52,,666.85,2508.46,,666.85,-17.75,
,,,,,,,,667.04,-4.86,,667.04,32.6,,667.04,2442.07,,667.04,-10.92,
,,,,,,,,667.23,-8.95,,667.23,17.99,,667.23,2385.71,,667.23,-162.47,
,,,,,,,,667.42,-14.23,,667.42,6.86,,667.42,2330.42,,667.42,-273.06,
,,,,,,,,667.61,-21.11,,667.61,8.98,,667.61,2266.38,,667.61,-274.43,
,,,,,,,,667.8,-12.41,,667.8,16.49,,667.8,2192.22,,667.8,-153.6,
,,,,,,,,667.99,-18.15,,667.99,9.66,,667.99,2110.01,,667.99,-98.3,
,,,,,,,,668.17,-11.41,,668.17,12.05,,668.17,2052.49,,668.17,-152.23,
,,,,,,,,668.36,-22.06,,668.36,11.78,,668.36,2009.36,,668.36,-83.28,
,,,,,,,,668.55,-10.87,,668.55,21.88,,668.55,1981.84,,668.55,-79.87,
,,,,,,,,668.74,-13.82,,668.74,16.96,,668.74,1935.84,,668.74,-57.34,
,,,,,,,,668.93,-4.18,,668.93,10.07,,668.93,1884.86,,668.93,-139.94,
,,,,,,,,669.12,-8.13,,669.12,7.2,,669.12,1801.87,,669.12,-139.26,
,,,,,,,,669.31,-7.59,,669.31,11.57,,669.31,1740.52,,669.31,-8.19,
,,,,,,,,669.49,-10,,669.49,15.94,,669.49,1672.68,,669.49,0,
,,,,,,,,669.68,-11.73,,669.68,22.02,,669.68,1637.05,,669.68,-68.27,
,,,,,,,,669.87,-15.69,,669.87,21.88,,669.87,1590.25,,669.87,-94.21,
,,,,,,,,670.06,-7.18,,670.06,27.27,,670.06,1541.44,,670.06,-60.76,
,,,,,,,,670.25,-7.68,,670.25,22.7,,670.25,1489,,670.25,59.39,
,,,,,,,,670.44,-5.09,,670.44,18.94,,670.44,1436.95,,670.44,146.77,
,,,,,,,,670.62,-13.73,,670.62,16.49,,670.62,1410.75,,670.62,228.69,
,,,,,,,,670.81,-13.64,,670.81,29.39,,670.81,1391.3,,670.81,251.22,
,,,,,,,,671,-15.1,,671,19.56,,671,1349.1,,671,-4.1,
,,,,,,,,671.19,-15.14,,671.19,18.06,,671.19,1310.87,,671.19,-95.57,
,,,,,,,,671.38,-15.55,,671.38,7.54,,671.38,1262.96,,671.38,-124.24,
,,,,,,,,671.57,-10.87,,671.57,24.88,,671.57,1248.88,,671.57,36.86,
,,,,,,,,671.75,-11.41,,671.75,12.19,,671.75,1221.78,,671.75,15.02,
,,,,,,,,671.94,-8,,671.94,7.13,,671.94,1199.21,,671.94,-81.24,
,,,,,,,,672.13,-11.64,,672.13,8.98,,672.13,1162.39,,672.13,-46.42,
,,,,,,,,672.32,-7.59,,672.32,30,,672.32,1129.75,,672.32,-68.95,
,,,,,,,,672.51,-5.09,,672.51,34.51,,672.51,1087.98,,672.51,-81.24,
,,,,,,,,672.7,-9.18,,672.7,30,,672.7,1051.72,,672.7,-216.4,
,,,,,,,,672.88,-13.87,,672.88,21.74,,672.88,1017.24,,672.88,-135.85,
,,,,,,,,673.07,-6.86,,673.07,27.55,,673.07,991.9,,673.07,-64.85,
,,,,,,,,673.26,-5.54,,673.26,29.18,,673.26,965.7,,673.26,-27.99,
,,,,,,,,673.45,-4.13,,673.45,31.23,,673.45,938.4,,673.45,-163.84,
,,,,,,,,673.64,-13.73,,673.64,18.06,,673.64,908.49,,673.64,-193.19,
,,,,,,,,673.82,-17.51,,673.82,20.31,,673.82,893.3,,673.82,-65.53,
,,,,,,,,674.01,-17.83,,674.01,11.84,,674.01,865.61,,674.01,47.79,
,,,,,,,,674.2,-10.82,,674.2,19.01,,674.2,841.8,,674.2,47.1,
,,,,,,,,674.39,-0.94,,674.39,14.92,,674.39,801.61,,674.39,33.45,
,,,,,,,,674.58,7.61,,674.58,20.86,,674.58,782.79,,674.58,-14.34,
,,,,,,,,674.76,-3.17,,674.76,23.65,,674.76,771.19,,674.76,-43.69,
,,,,,,,,674.95,-3.13,,674.95,18.47,,674.95,762.78,,674.95,-251.9,
,,,,,,,,675.14,-9.64,,675.14,19.08,,675.14,741.32,,675.14,-141.31,
,,,,,,,,675.33,-7.86,,675.33,12.94,,675.33,717.26,,675.33,-148.14,
,,,,,,,,675.52,-11,,675.52,12.87,,675.52,691.53,,675.52,-105.13,
,,,,,,,,675.7,-14.51,,675.7,11.23,,675.7,675.1,,675.7,-232.1,
,,,,,,,,675.89,-10.91,,675.89,10.14,,675.89,654.75,,675.89,-105.13,
,,,,,,,,676.08,-11.55,,676.08,10.14,,676.08,645.62,,676.08,-8.87,
,,,,,,,,676.27,-11.14,,676.27,-1.81,,676.27,621.52,,676.27,-113.32,
,,,,,,,,676.46,-14.01,,676.46,4.47,,676.46,602.91,,676.46,-294.22,
,,,,,,,,676.64,-8.27,,676.64,2.42,,676.64,573.47,,676.64,-308.56,
,,,,,,,,676.83,-10.09,,676.83,26.93,,676.83,559.27,,676.83,-205.48,
,,,,,,,,677.02,-3.63,,677.02,22.22,,677.02,535.07,,677.02,-99.67,
,,,,,,,,677.21,-7.77,,677.21,29.93,,677.21,516.09,,677.21,-234.83,
,,,,,,,,677.39,-2.54,,677.39,16.28,,677.39,496.04,,677.39,-166.57,
,,,,,,,,677.58,-8.36,,677.58,16.35,,677.58,488.1,,677.58,-165.89,
,,,,,,,,677.77,-10.14,,677.77,15.12,,677.77,474.57,,677.77,-8.19,
,,,,,,,,677.96,-13.41,,677.96,13.14,,677.96,457.17,,677.96,-85.33,
,,,,,,,,678.15,-13.51,,678.15,16.69,,678.15,448.08,,678.15,-25.94,
,,,,,,,,678.33,-11.55,,678.33,13.55,,678.33,436.09,,678.33,-23.21,
,,,,,,,,678.52,-8.73,,678.52,16.21,,678.52,434.89,,678.52,60.76,
,,,,,,,,678.71,-7.95,,678.71,7.27,,678.71,415.69,,678.71,3.41,
,,,,,,,,678.9,-13.37,,678.9,3.72,,678.9,412.79,,678.9,27.99,
,,,,,,,,679.08,-15.55,,679.08,0.99,,679.08,390.48,,679.08,27.31,
,,,,,,,,679.27,-16.69,,679.27,11.64,,679.27,381.35,,679.27,-8.19,
,,,,,,,,679.46,-7.04,,679.46,14.17,,679.46,361.55,,679.46,-142.68,
,,,,,,,,679.65,-9.5,,679.65,23.93,,679.65,364.37,,679.65,-59.39,
,,,,,,,,679.83,-9.23,,679.83,13.62,,679.83,349.61,,679.83,6.14,
,,,,,,,,680.02,-21.42,,680.02,13.76,,680.02,337.45,,680.02,85.33,
,,,,,,,,680.21,-18.47,,680.21,9.18,,680.21,327.16,,680.21,-67.58,
,,,,,,,,680.4,-14.28,,680.4,13.62,,680.4,320.08,,680.4,-50.52,
,,,,,,,,680.58,-0.53,,680.58,27.82,,680.58,328.4,,680.58,-55.3,
,,,,,,,,680.77,3.56,,680.77,24.13,,680.77,302.89,,680.77,-85.33,
,,,,,,,,680.96,2.79,,680.96,28.64,,680.96,303.82,,680.96,-149.5,
,,,,,,,,681.15,-6.18,,681.15,14.23,,681.15,275.37,,681.15,-180.9,
,,,,,,,,681.33,-12.87,,681.33,2.29,,681.33,274.04,,681.33,-251.22,
,,,,,,,,681.52,-18.56,,681.52,-4.74,,681.52,263.85,,681.52,-120.83,
,,,,,,,,681.71,-18.28,,681.71,-7.2,,681.71,274.21,,681.71,-156.33,
,,,,,,,,681.9,-18.56,,681.9,-1.81,,681.9,271.06,,681.9,0,
,,,,,,,,682.08,-12.78,,682.08,5.9,,682.08,262.95,,682.08,-71.68,
,,,,,,,,682.27,-14.14,,682.27,-8.36,,682.27,240.64,,682.27,-104.45,
,,,,,,,,682.46,-9.68,,682.46,5.97,,682.46,240.55,,682.46,-232.1,
